,title,url,rate,teach_rate,new_carr,advent,earn_more,level,lang,exec_time,chap_cnt,course_dur,chap_avg_dur,edu_name
402,Interfacing with the Arduino,https://ru.coursera.org/learn/interface-with-arduino?specialization=iot,4.7,4.82,54.0,41.0,,,2.0,,4,840,210.0,Калифорнийский университет в Ирвайне
403,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,https://ru.coursera.org/learn/raspberry-pi-platform?specialization=iot,4.6,4.67,23.0,26.0,,,2.0,,4,840,210.0,Калифорнийский университет в Ирвайне
404,EMT Foundations,https://ru.coursera.org/learn/emt-foundations?specialization=become-an-emt,4.8,4.85,,,,1.0,2.0,,5,720,144.0,Система университетов штата Колорадо
405,"Medical Emergencies: Airway, Breathing, and Circulation",https://ru.coursera.org/learn/medical-emergencies-airway-breathing-circulation?specialization=become-an-emt,4.8,4.84,,,,1.0,2.0,,5,720,144.0,Система университетов штата Колорадо
406,"Medical Emergencies: CPR, Toxicology, and Wilderness",https://ru.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness?specialization=become-an-emt,4.8,4.8,,,,1.0,2.0,,4,780,195.0,Система университетов штата Колорадо
407,Trauma Emergencies and Care,https://ru.coursera.org/learn/trauma-emergencies-and-care?specialization=become-an-emt,4.8,4.82,,,,1.0,2.0,,4,660,165.0,Система университетов штата Колорадо
408,Математика и Python для анализа данных,https://ru.coursera.org/learn/mathematics-and-python?specialization=machine-learning-data-analysis,4.8,4.74,40.0,44.0,26.0,1.0,1.0,,4,1680,420.0,Московский физико-технический институт
409,Обучение на размеченных данных,https://ru.coursera.org/learn/supervised-learning?specialization=machine-learning-data-analysis,4.8,4.66,47.0,60.0,40.0,2.0,1.0,,5,2940,588.0,Московский физико-технический институт
410,Поиск структуры в данных,https://ru.coursera.org/learn/unsupervised-learning?specialization=machine-learning-data-analysis,4.7,4.41,50.0,45.0,40.0,2.0,1.0,,4,1620,405.0,Московский физико-технический институт
411,Построение выводов по данным,https://ru.coursera.org/learn/stats-for-data-analysis?specialization=machine-learning-data-analysis,4.7,4.86,33.0,43.0,50.0,3.0,1.0,,4,1080,270.0,Московский физико-технический институт
412,Статистический вывод,https://ru.coursera.org/learn/statistical-inference?specialization=data-science-statistics-machine-learning,4.2,4.33,43.0,40.0,14.0,,2.0,,4,3180,795.0,Университет Джонса Хопкинса
413,Регрессионные модели,https://ru.coursera.org/learn/regression-models?specialization=data-science-statistics-machine-learning,4.4,4.51,23.0,25.0,14.0,,2.0,,4,3180,795.0,Университет Джонса Хопкинса
414,Практическое компьютерное обучение,https://ru.coursera.org/learn/practical-machine-learning?specialization=data-science-statistics-machine-learning,4.5,4.67,38.0,38.0,12.0,,2.0,,4,540,135.0,Университет Джонса Хопкинса
415,Разработка продуктов обработки данных,https://ru.coursera.org/learn/data-products?specialization=data-science-statistics-machine-learning,4.6,4.54,30.0,34.0,14.0,,2.0,,4,540,135.0,Университет Джонса Хопкинса
416,Проектное планирование,https://ru.coursera.org/learn/project-planning-1,4.7,4.9,,17.0,17.0,1.0,2.0,,6,2580,430.0,Калифорнийский университет в Ирвайне
417,Introduction to Portfolio Construction and Analysis with Python,https://ru.coursera.org/learn/introduction-portfolio-construction-python,4.8,4.9,,,,,2.0,,4,1380,345.0,Школа бизнеса EDHEC
418,Advanced Portfolio Construction and Analysis with Python,https://ru.coursera.org/learn/advanced-portfolio-construction-python,4.7,4.9,,,,2.0,2.0,,4,660,165.0,Школа бизнеса EDHEC
419,Python and Machine Learning for Asset Management ,https://ru.coursera.org/learn/python-machine-learning-for-investment-management,3.0,3.25,,,,2.0,2.0,,5,900,180.0,Школа бизнеса EDHEC
420,Python and Machine-Learning for Asset Management with Alternative Data Sets,https://ru.coursera.org/learn/machine-learning-asset-management-alternative-data,4.5,4.55,,,,2.0,2.0,,4,1140,285.0,Школа бизнеса EDHEC
421,Camino a la Excelencia en Gestión de Proyectos,https://ru.coursera.org/learn/camino-excelencia-gestion-proyectos,4.7,4.34,34.0,41.0,22.0,1.0,,,5,480,96.0,Папский Католический университет Чили
422,Private Equity and Venture Capital,https://ru.coursera.org/learn/private-equity,4.8,4.72,27.0,26.0,,,2.0,,5,500,100.0,Университет Боккони
423,Building Web Applications in PHP,https://ru.coursera.org/learn/web-applications-php,4.8,4.78,45.0,40.0,17.0,2.0,2.0,,8,1740,217.5,Мичиганский университет
424,Introduction to Structured Query Language (SQL),https://ru.coursera.org/learn/intro-sql,4.8,4.74,35.0,34.0,21.0,2.0,2.0,,4,960,240.0,Мичиганский университет
425,Building Database Applications in PHP,https://ru.coursera.org/learn/database-applications-php,4.9,4.82,57.0,50.0,,2.0,2.0,,5,1440,288.0,Мичиганский университет
426,"JavaScript, jQuery, and JSON",https://ru.coursera.org/learn/javascript-jquery-json,4.6,4.82,43.0,42.0,10.0,2.0,2.0,,4,1560,390.0,Мичиганский университет
427,Introduction to Intellectual Property,https://ru.coursera.org/learn/introduction-intellectual-property,4.8,4.85,,50.0,,1.0,2.0,,4,1020,255.0,Пенсильванский университет
428,Copyright Law,https://ru.coursera.org/learn/copyright-law,4.8,4.84,,,,,2.0,,4,720,180.0,Пенсильванский университет
429,Trademark Law,https://ru.coursera.org/learn/trademark-law,4.8,4.91,,,,,2.0,,4,1140,285.0,Пенсильванский университет
430,Патентное право,https://ru.coursera.org/learn/patents,4.8,4.59,,,,,2.0,,4,600,150.0,Пенсильванский университет
431,Разработка и интерпретация клинических исследований,https://ru.coursera.org/learn/clinical-trials,4.7,4.66,39.0,36.0,14.0,,2.0,,6,660,110.0,Университет Джонса Хопкинса
432,Summary Statistics in Public Health ,https://ru.coursera.org/learn/summary-statistics,4.8,4.77,50.0,50.0,,1.0,2.0,,4,540,135.0,Университет Джонса Хопкинса
433,Проверка гипотез в здравоохранении ,https://ru.coursera.org/learn/hypothesis-testing-public-health,4.8,4.81,,,,1.0,2.0,,4,780,195.0,Университет Джонса Хопкинса
434,Simple Regression Analysis in Public Health ,https://ru.coursera.org/learn/simple-regression-analysis-public-health,4.7,4.18,,,,1.0,2.0,,4,660,165.0,Университет Джонса Хопкинса
435,Multiple Regression Analysis in Public Health ,https://ru.coursera.org/learn/multiple-regression-analysis-public-health,4.7,4.72,,,,1.0,2.0,,4,780,195.0,Университет Джонса Хопкинса
436,Fundamentals of Graphic Design,https://ru.coursera.org/learn/fundamentals-of-graphic-design,4.8,4.8,50.0,44.0,,1.0,2.0,,4,840,210.0,Калифорнийский институт искусств
437,Mathematical Thinking in Computer Science,https://ru.coursera.org/learn/what-is-a-proof?specialization=discrete-mathematics,4.4,4.34,41.0,37.0,,1.0,2.0,,6,2220,370.0,Калифорнийский университет в Сан-Диего
438,Combinatorics and Probability,https://ru.coursera.org/learn/combinatorics?specialization=discrete-mathematics,4.6,4.51,,33.0,50.0,1.0,2.0,,6,1200,200.0,Калифорнийский университет в Сан-Диего
439,Introduction to Graph Theory,https://ru.coursera.org/learn/graphs?specialization=discrete-mathematics,4.5,4.1,33.0,50.0,33.0,1.0,2.0,,5,1200,240.0,Калифорнийский университет в Сан-Диего
440,Number Theory and Cryptography,https://ru.coursera.org/learn/number-theory-cryptography?specialization=discrete-mathematics,4.5,4.47,50.0,40.0,,1.0,2.0,,4,1080,270.0,Калифорнийский университет в Сан-Диего
441,Guitar for Beginners,https://ru.coursera.org/learn/guitar,4.8,4.86,33.0,50.0,50.0,,2.0,,6,1080,180.0,Музыкальный колледж Беркли
442,Guitar Scales and Chord Progressions,https://ru.coursera.org/learn/guitar-scales-chord-progressions,4.7,4.82,,14.0,,2.0,2.0,,4,660,165.0,Музыкальный колледж Беркли
443,Guitar Chord Voicings: Playing Up The Neck,https://ru.coursera.org/learn/guitar-chords,,,,,,2.0,2.0,,4,360,90.0,Музыкальный колледж Беркли
444,Guitar Performance Techniques,https://ru.coursera.org/learn/guitar-performance,4.6,,,,,2.0,2.0,,4,420,105.0,Музыкальный колледж Беркли
445,Fundamentals of Scalable Data Science,https://ru.coursera.org/learn/ds,4.3,4.42,65.0,50.0,,1.0,2.0,,4,1080,270.0,IBM
446,Advanced Machine Learning and Signal Processing,https://ru.coursera.org/learn/advanced-machine-learning-signal-processing,4.5,4.57,56.0,60.0,17.0,3.0,2.0,,4,1260,315.0,IBM
447,Applied AI with DeepLearning,https://ru.coursera.org/learn/ai,4.4,4.07,23.0,38.0,57.0,3.0,2.0,,4,1320,330.0,IBM
448,Advanced Data Science Capstone,https://ru.coursera.org/learn/advanced-data-science-capstone,4.6,,67.0,57.0,,3.0,2.0,,4,780,195.0,IBM
449,Введение в американское законодательство,https://ru.coursera.org/learn/american-law,4.8,4.74,37.0,29.0,,1.0,2.0,,7,504,72.0,Пенсильванский университет
450,Access Controls ,https://ru.coursera.org/learn/access-control-sscp?specialization=sscp-training,4.6,4.42,,17.0,,1.0,2.0,,7,900,128.57142857142858,(ISC)²
451,Security Operations and Administration,https://ru.coursera.org/learn/security-operations-administration-sscp?specialization=sscp-training,4.8,4.42,,,,1.0,2.0,,6,960,160.0,(ISC)²
452,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery	",https://ru.coursera.org/learn/incident-response-recovery-risks-sscp?specialization=sscp-training,4.9,,,,,1.0,2.0,,7,1380,197.14285714285714,(ISC)²
453,Криптография,https://ru.coursera.org/learn/cryptography-sscp?specialization=sscp-training,4.7,4.83,,,,1.0,2.0,,5,840,168.0,(ISC)²
454,Diversity and inclusion in the workplace,https://ru.coursera.org/learn/diversity-inclusion-workplace,4.7,4.55,,,11.0,1.0,2.0,,4,540,135.0,Школа бизнеса ESSEC 
455,Global Trends for Business and Society,https://ru.coursera.org/learn/wharton-global-trends-business,4.8,4.85,30.0,21.0,,,2.0,,4,660,165.0,Пенсильванский университет
456,Corruption,https://ru.coursera.org/learn/wharton-corruption,4.6,4.93,33.0,25.0,,2.0,2.0,,4,420,105.0,Пенсильванский университет
457,Социальное предпринимательство,https://ru.coursera.org/learn/wharton-social-entrepreneurship,4.7,4.8,,,,,2.0,,4,240,60.0,Пенсильванский университет
458,Business Strategies for Social Impact,https://ru.coursera.org/learn/wharton-social-impact,4.6,4.52,45.0,62.0,29.0,,2.0,,4,600,150.0,Пенсильванский университет
459,Six Sigma Principles ,https://ru.coursera.org/learn/six-sigma-principles,4.6,4.51,40.0,39.0,35.0,1.0,2.0,,4,840,210.0,Система университетов штата Джорджия
460,Six Sigma Tools for Define and Measure,https://ru.coursera.org/learn/six-sigma-tools-define-measure,4.6,4.33,20.0,29.0,25.0,1.0,2.0,,4,480,120.0,Система университетов штата Джорджия
461,Six Sigma Tools for Analyze,https://ru.coursera.org/learn/six-sigma-analyze,4.7,4.53,33.0,36.0,11.0,1.0,2.0,,4,360,90.0,Система университетов штата Джорджия
462,Six Sigma Tools for Improve and Control,https://ru.coursera.org/learn/six-sigma-improve-control,4.7,4.62,40.0,43.0,33.0,1.0,2.0,,5,420,84.0,Система университетов штата Джорджия
463,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",https://ru.coursera.org/learn/leadership-collaboration?specialization=organizational-leadership,4.8,4.8,53.0,32.0,10.0,,2.0,,3,493,164.33333333333334,Северо-Западный университет
464,Leadership Communication for Maximum Impact: Storytelling,https://ru.coursera.org/learn/leadership-storytelling?specialization=organizational-leadership,4.5,4.5,67.0,38.0,,,2.0,,4,288,72.0,Северо-Западный университет
465,Leadership Through Social Influence,https://ru.coursera.org/learn/leadership-socialinfluence?specialization=organizational-leadership,4.6,4.76,40.0,33.0,,,2.0,,4,172,43.0,Северо-Западный университет
